Magnitude,Depth_km,Duration_sec,Building_Age,Building_Material,Floors,Soil_Type,Damage_Index,Damage_Category
4.89,89.68,33.9,86,Concrete,21,Hard Soil,0.429,Moderate
4.9,285.36,103.07,57,Steel,25,Rock,0.524,Moderate to Heavy
7.03,196.09,53.02,93,Wood,38,Hard Soil,0.609,Heavy
6.73,156,112.17,54,Concrete,24,Hard Soil,0.625,Heavy
6.5,45.48,96.67,73,Brick,47,Rock,0.653,Heavy
4.85,77.59,68.41,25,Steel,7,Rock,0.396,Moderate
5.85,246.26,119.03,39,Concrete,28,Soft Soil,0.736,Very Heavy
4.86,276.96,14.45,46,Concrete,30,Hard Soil,0.373,Moderate
5.32,254.58,97.95,47,Steel,49,Hard Soil,0.574,Heavy
6.32,133.93,19.72,23,Brick,27,Rock,0.426,Moderate
4.75,37.72,56.56,75,Steel,2,Rock,0.411,Moderate
4.81,275.72,15.75,16,Brick,25,Rock,0.333,Light
4.1,202.63,30.64,43,Steel,48,Soft Soil,0.545,Moderate to Heavy
6.38,211.57,68.95,20,Brick,47,Hard Soil,0.548,Moderate to Heavy
7.51,104.53,36.29,67,Concrete,29,Hard Soil,0.561,Heavy
8.16,91.59,91.44,73,Brick,31,Rock,0.695,Very Heavy
8.16,114.09,46.97,7,Concrete,14,Soft Soil,0.671,Very Heavy
7.7,19.8,48.1,77,Concrete,16,Hard Soil,0.574,Heavy
6.02,207.69,27.94,18,Steel,39,Hard Soil,0.444,Moderate
8.31,85.49,105.71,64,Concrete,8,Hard Soil,0.672,Very Heavy
4.53,22.78,26.01,49,Steel,17,Soft Soil,0.503,Moderate to Heavy
6.83,222.43,5.39,60,Steel,14,Hard Soil,0.438,Moderate
4.79,170.31,26.07,42,Wood,31,Soft Soil,0.537,Moderate to Heavy
4.8,75.7,27.34,32,Brick,47,Rock,0.412,Moderate
5.39,244.15,38.31,56,Brick,9,Soft Soil,0.557,Heavy
7.69,74.63,46.29,34,Wood,28,Hard Soil,0.552,Moderate to Heavy
5.32,62.77,56.39,78,Steel,49,Soft Soil,0.686,Very Heavy
5.77,222.39,52.77,67,Steel,3,Hard Soil,0.449,Moderate to Heavy
4.37,140.27,52.13,88,Brick,36,Rock,0.465,Moderate to Heavy
7.02,63.46,45.9,5,Concrete,12,Soft Soil,0.607,Heavy
8.4,24.19,111.42,25,Steel,24,Rock,0.679,Very Heavy
7.53,239.62,70.07,59,Brick,12,Rock,0.576,Heavy
5.54,209.69,33.62,4,Brick,11,Rock,0.359,Moderate
5.78,235.5,92.63,3,Wood,32,Soft Soil,0.66,Heavy
6.76,185.3,69.13,10,Steel,29,Hard Soil,0.521,Moderate to Heavy
5.31,6.04,79.84,78,Concrete,18,Hard Soil,0.513,Moderate to Heavy
4.22,16.65,112.55,99,Concrete,17,Hard Soil,0.532,Moderate to Heavy
7,37.76,8.73,32,Wood,28,Rock,0.453,Moderate to Heavy
7.14,238.49,10.76,30,Concrete,39,Rock,0.483,Moderate to Heavy
5.89,264.73,5.9,86,Concrete,17,Soft Soil,0.574,Heavy
5.66,160.28,21.52,97,Concrete,1,Soft Soil,0.568,Heavy
4.59,229.69,84.09,2,Steel,35,Soft Soil,0.592,Heavy
8.08,136.38,78.77,69,Brick,39,Soft Soil,0.832,Severe
7.9,31.28,41.95,97,Concrete,19,Hard Soil,0.6,Heavy
4.4,63.53,81.24,40,Concrete,35,Rock,0.465,Moderate to Heavy
6,246.76,73.15,28,Concrete,44,Hard Soil,0.538,Moderate to Heavy
4.25,86.74,12.17,7,Brick,37,Soft Soil,0.464,Moderate to Heavy
6.79,242.61,63.74,54,Brick,28,Soft Soil,0.706,Very Heavy
7.84,210.07,13.07,26,Steel,11,Rock,0.462,Moderate to Heavy
6.7,183.45,64.51,93,Concrete,2,Soft Soil,0.69,Very Heavy
4.51,171,28.63,44,Brick,34,Rock,0.385,Moderate
5.11,239.58,34.32,34,Concrete,44,Soft Soil,0.585,Heavy
5.22,226.01,116.27,36,Brick,26,Soft Soil,0.693,Very Heavy
7.79,38.14,117.96,41,Wood,21,Hard Soil,0.669,Very Heavy
5.58,252.53,71.05,10,Wood,45,Rock,0.497,Moderate to Heavy
8.22,286.71,108.6,22,Steel,11,Soft Soil,0.786,Severe
7.53,103.73,58.77,46,Steel,41,Soft Soil,0.752,Very Heavy
6.22,88.78,24.36,78,Steel,3,Rock,0.436,Moderate
5.81,251.34,71.31,24,Steel,37,Soft Soil,0.657,Heavy
4.83,256.49,39.07,18,Concrete,8,Rock,0.341,Moderate
8.1,12.87,62.23,9,Wood,8,Rock,0.534,Moderate to Heavy
8.46,11.04,72.28,28,Brick,26,Hard Soil,0.623,Heavy
8.07,179,31.46,12,Concrete,33,Hard Soil,0.534,Moderate to Heavy
7.26,226.1,29.17,6,Wood,17,Rock,0.452,Moderate to Heavy
8.4,47.16,58.28,22,Steel,16,Hard Soil,0.571,Heavy
6.24,188.17,36.59,15,Wood,26,Hard Soil,0.44,Moderate
4.02,8.73,94.48,86,Brick,13,Soft Soil,0.62,Heavy
6.26,225.42,108.58,25,Wood,14,Rock,0.547,Moderate to Heavy
5.99,196.44,30.21,70,Wood,3,Rock,0.426,Moderate
8.13,53.32,76.22,88,Brick,45,Rock,0.712,Very Heavy
4.59,40.15,19.52,74,Brick,24,Hard Soil,0.384,Moderate
5.02,233.5,107.06,11,Wood,38,Soft Soil,0.666,Heavy
5.43,180.93,110.82,26,Wood,15,Rock,0.512,Moderate to Heavy
4.55,83.07,112.12,48,Brick,38,Hard Soil,0.538,Moderate to Heavy
5.86,87.97,66.43,28,Steel,11,Soft Soil,0.604,Heavy
8.08,166.26,106.87,6,Steel,3,Soft Soil,0.744,Very Heavy
5.24,35.5,113.06,73,Steel,12,Soft Soil,0.697,Very Heavy
7.49,108.91,14.66,82,Concrete,13,Rock,0.507,Moderate to Heavy
5.88,56.49,70.67,63,Steel,48,Soft Soil,0.721,Very Heavy
5.87,141.1,70.01,81,Concrete,1,Soft Soil,0.643,Heavy
6.47,91.6,67.41,12,Wood,26,Rock,0.5,Moderate to Heavy
5.87,285.43,67.68,29,Concrete,49,Rock,0.533,Moderate to Heavy
5.84,64.07,19.99,7,Brick,23,Rock,0.378,Moderate
7.37,112.25,89.56,62,Steel,8,Hard Soil,0.596,Heavy
6.55,262.41,94.77,10,Wood,41,Hard Soil,0.577,Heavy
5.31,71.49,11.22,69,Brick,44,Soft Soil,0.591,Heavy
4.75,299.09,70.28,75,Brick,1,Hard Soil,0.432,Moderate
7.14,217.42,56.83,66,Brick,41,Soft Soil,0.75,Very Heavy
6.42,243.56,50.96,91,Concrete,15,Soft Soil,0.677,Very Heavy
5.33,132.94,91.99,57,Brick,27,Rock,0.531,Moderate to Heavy
5.45,228.26,116.87,12,Wood,20,Hard Soil,0.519,Moderate to Heavy
7,74.89,69.11,45,Wood,26,Hard Soil,0.562,Heavy
4.25,218.82,33.54,32,Concrete,42,Hard Soil,0.384,Moderate
7.9,186.53,26.48,24,Brick,37,Rock,0.537,Moderate to Heavy
5.89,156.39,16.32,77,Steel,9,Rock,0.417,Moderate
7.76,220.55,116.87,69,Concrete,45,Hard Soil,0.742,Very Heavy
4.46,283.16,90.85,55,Steel,1,Rock,0.431,Moderate
7.25,61.5,61.91,74,Steel,47,Rock,0.634,Heavy
7.72,16.66,24.06,31,Wood,17,Hard Soil,0.491,Moderate to Heavy
8.49,168.41,97.29,69,Concrete,45,Rock,0.746,Very Heavy
5.69,32.37,12.26,3,Brick,16,Hard Soil,0.34,Moderate
4.07,62.94,89.34,97,Brick,21,Soft Soil,0.641,Heavy
5.51,197.91,102.56,92,Concrete,21,Soft Soil,0.73,Very Heavy
7.6,263.96,24.68,75,Wood,1,Soft Soil,0.648,Heavy
6.01,80.46,31.88,89,Brick,35,Rock,0.513,Moderate to Heavy
4.83,36.49,26.75,32,Steel,15,Soft Soil,0.498,Moderate to Heavy
8.49,129.27,13.59,79,Steel,24,Hard Soil,0.574,Heavy
8.2,241.7,7.09,46,Concrete,26,Hard Soil,0.52,Moderate to Heavy
6.5,288.88,79.68,94,Concrete,21,Rock,0.594,Heavy
6.35,81.95,52.16,37,Wood,42,Rock,0.525,Moderate to Heavy
7.51,79.53,109.79,46,Wood,40,Soft Soil,0.834,Severe
5.24,116.69,18.6,99,Steel,11,Soft Soil,0.564,Heavy
6.32,250.91,111.65,49,Steel,8,Hard Soil,0.567,Heavy
6.5,125.54,99.6,97,Steel,13,Soft Soil,0.764,Very Heavy
7.09,114.36,18.26,49,Steel,23,Hard Soil,0.48,Moderate to Heavy
5.18,54.48,88.28,88,Steel,19,Hard Soil,0.532,Moderate to Heavy
5.54,222.48,58.44,4,Steel,40,Rock,0.458,Moderate to Heavy
4.02,116.3,31.11,18,Steel,28,Hard Soil,0.327,Light
4.12,206.98,103.85,32,Steel,14,Rock,0.439,Moderate
6.64,188.65,99.09,96,Concrete,38,Hard Soil,0.669,Very Heavy
6.07,37.53,62.6,95,Steel,12,Rock,0.527,Moderate to Heavy
4.29,158.85,93.66,15,Steel,18,Hard Soil,0.422,Moderate
7.94,182.77,82.39,4,Concrete,43,Soft Soil,0.774,Very Heavy
7.13,215.94,96.87,72,Concrete,7,Soft Soil,0.754,Very Heavy
5.93,208.13,12.6,28,Wood,2,Hard Soil,0.35,Moderate
6.95,226.22,30.95,23,Steel,11,Soft Soil,0.594,Heavy
6.55,278.74,87.11,41,Brick,16,Soft Soil,0.696,Very Heavy
5.81,146.35,22.82,82,Wood,40,Hard Soil,0.491,Moderate to Heavy
6.47,96.92,29.09,90,Steel,40,Hard Soil,0.542,Moderate to Heavy
5.03,175.07,37.88,25,Concrete,32,Hard Soil,0.404,Moderate
5.19,163.54,99.49,20,Wood,11,Hard Soil,0.467,Moderate to Heavy
5,183.95,88.56,7,Steel,23,Soft Soil,0.601,Heavy
6.17,260.59,76.15,74,Steel,16,Rock,0.541,Moderate to Heavy
8.45,203.72,66.02,89,Concrete,42,Rock,0.706,Very Heavy
4.05,274.33,99.08,60,Concrete,49,Soft Soil,0.676,Very Heavy
5.33,34.35,30.13,83,Wood,9,Rock,0.418,Moderate
4.68,155.37,93.91,48,Concrete,40,Hard Soil,0.519,Moderate to Heavy
5.49,256.55,76.27,27,Concrete,38,Rock,0.505,Moderate to Heavy
4.39,127.9,22.3,15,Wood,41,Rock,0.354,Moderate
6.67,269.51,75.73,81,Concrete,25,Rock,0.591,Heavy
5.56,31.37,58.3,12,Concrete,7,Hard Soil,0.401,Moderate
6.74,28.1,65.74,11,Brick,17,Soft Soil,0.642,Heavy
4.94,284.74,117.61,1,Wood,32,Soft Soil,0.658,Heavy
4.15,160.38,17.67,47,Brick,21,Soft Soil,0.476,Moderate to Heavy
6.45,230.04,55.47,87,Steel,18,Rock,0.538,Moderate to Heavy
6.1,85.13,79.67,83,Concrete,13,Soft Soil,0.697,Very Heavy
4.91,52.72,70.74,69,Brick,25,Soft Soil,0.632,Heavy
5.75,26.82,91.32,95,Brick,37,Soft Soil,0.759,Very Heavy
7.55,152.04,22.1,75,Brick,44,Rock,0.577,Heavy
4.9,39.42,75.61,75,Wood,31,Rock,0.508,Moderate to Heavy
7.81,80.5,45.89,90,Brick,31,Soft Soil,0.769,Very Heavy
4.33,139.94,61.51,52,Wood,26,Soft Soil,0.573,Heavy
4.46,62.47,47.09,3,Steel,13,Rock,0.33,Light
4.07,186.08,58.4,22,Wood,2,Rock,0.327,Light
5.58,171.6,20.82,55,Wood,2,Hard Soil,0.373,Moderate
7.31,144.09,58.49,22,Concrete,27,Hard Soil,0.539,Moderate to Heavy
6.4,252.4,83.8,10,Brick,45,Hard Soil,0.56,Heavy
4.66,18.07,86.92,23,Concrete,15,Soft Soil,0.581,Heavy
8.47,161.99,22.03,23,Concrete,47,Soft Soil,0.727,Very Heavy
7.94,147.71,9.54,24,Brick,38,Rock,0.513,Moderate to Heavy
7.83,5.15,60.34,65,Wood,20,Rock,0.597,Heavy
6.57,103.63,70.24,56,Brick,37,Hard Soil,0.576,Heavy
6.49,94.47,49.63,30,Steel,44,Rock,0.525,Moderate to Heavy
7.37,111.77,97.22,61,Steel,13,Hard Soil,0.618,Heavy
7.87,220.61,83.72,58,Concrete,32,Rock,0.655,Heavy
7.43,98.16,64.11,39,Steel,29,Soft Soil,0.725,Very Heavy
6.55,235.45,87.78,79,Brick,31,Rock,0.615,Heavy
4.05,118.16,60.78,14,Steel,34,Soft Soil,0.536,Moderate to Heavy
4.17,61.71,106.52,37,Steel,25,Soft Soil,0.623,Heavy
4.56,169.23,66.2,44,Brick,36,Hard Soil,0.454,Moderate to Heavy
7.21,234.57,20.89,53,Concrete,28,Rock,0.504,Moderate to Heavy
7.03,270.24,113.56,91,Concrete,47,Soft Soil,0.876,Severe
5.34,69.11,39.85,77,Steel,5,Hard Soil,0.42,Moderate
6.72,128.23,102.42,81,Concrete,7,Soft Soil,0.752,Very Heavy
6.4,95.56,104.34,9,Wood,18,Rock,0.539,Moderate to Heavy
6.34,15.67,68.23,82,Steel,15,Rock,0.543,Moderate to Heavy
5.38,250.31,29.09,89,Brick,30,Soft Soil,0.616,Heavy
8.15,86.53,110.01,47,Wood,17,Soft Soil,0.822,Severe
7.88,86.59,26.8,74,Concrete,23,Soft Soil,0.709,Very Heavy
4.15,204.41,25.01,66,Concrete,20,Rock,0.355,Moderate
5.42,201.72,38.85,30,Concrete,47,Hard Soil,0.46,Moderate to Heavy
8.27,107.45,52.09,96,Concrete,6,Soft Soil,0.758,Very Heavy
5.01,227.73,7.87,38,Steel,46,Hard Soil,0.394,Moderate
7.43,284.57,70.95,45,Brick,15,Rock,0.565,Heavy
4.71,98.44,41.44,3,Steel,3,Rock,0.314,Light
4.65,238.75,73.62,52,Brick,29,Soft Soil,0.615,Heavy
4.67,102.52,91.71,25,Concrete,35,Rock,0.481,Moderate to Heavy
7.38,199.95,37.92,1,Steel,19,Rock,0.471,Moderate to Heavy
4.16,5.8,13.53,39,Concrete,49,Rock,0.368,Moderate
7.26,193.18,68.27,70,Brick,2,Hard Soil,0.551,Moderate to Heavy
4.78,129.05,107.59,68,Brick,23,Rock,0.532,Moderate to Heavy
5.24,129.09,35.5,5,Steel,34,Soft Soil,0.544,Moderate to Heavy
7.91,151.83,53.37,37,Concrete,18,Hard Soil,0.557,Heavy
5.17,270.84,101.04,34,Concrete,8,Rock,0.477,Moderate to Heavy
7.98,252.58,29.72,40,Brick,39,Hard Soil,0.567,Heavy
4.76,12.84,13.98,36,Wood,23,Hard Soil,0.343,Moderate
5.37,249.5,38.79,15,Wood,14,Rock,0.376,Moderate
5.2,197.11,68.48,9,Steel,6,Soft Soil,0.545,Moderate to Heavy
6.24,125.88,116.01,91,Concrete,34,Soft Soil,0.814,Severe
4.26,217.92,44.57,13,Concrete,21,Soft Soil,0.492,Moderate to Heavy
4.56,199.25,19.27,17,Brick,49,Rock,0.375,Moderate
8.08,155.86,46.91,76,Brick,19,Hard Soil,0.596,Heavy
6.43,237.14,73.84,23,Wood,33,Soft Soil,0.684,Very Heavy
8.15,50.41,63.03,17,Steel,21,Rock,0.572,Heavy
7.81,139.74,77.08,94,Concrete,22,Rock,0.657,Heavy
5.78,230.08,113.72,39,Brick,48,Hard Soil,0.614,Heavy
5.56,127.36,106.68,82,Steel,39,Soft Soil,0.766,Very Heavy
6.76,237.66,52.15,28,Brick,10,Hard Soil,0.473,Moderate to Heavy
6.88,274.43,16.58,99,Steel,44,Rock,0.559,Heavy
6.28,61.9,87.23,3,Wood,14,Rock,0.49,Moderate to Heavy
7.8,270.88,45.15,1,Concrete,35,Soft Soil,0.686,Very Heavy
7.31,121.19,87.25,14,Steel,35,Soft Soil,0.745,Very Heavy
5.74,12.67,6.98,22,Wood,18,Soft Soil,0.507,Moderate to Heavy
6.84,254.65,80.65,91,Brick,43,Soft Soil,0.803,Severe
7.84,91.53,82.68,76,Wood,16,Hard Soil,0.638,Heavy
6.96,136.84,66.07,32,Concrete,47,Soft Soil,0.734,Very Heavy
6.68,251.04,24.88,9,Concrete,40,Soft Soil,0.614,Heavy
6.05,162.54,112.72,67,Concrete,33,Rock,0.623,Heavy
7.37,117.13,105.31,66,Steel,7,Hard Soil,0.624,Heavy
5.48,149.33,93.57,61,Steel,8,Rock,0.507,Moderate to Heavy
5.21,178.63,110.86,59,Steel,39,Soft Soil,0.732,Very Heavy
4.44,241.08,102.61,7,Concrete,43,Hard Soil,0.486,Moderate to Heavy
5.05,15.2,91.18,70,Wood,31,Hard Soil,0.536,Moderate to Heavy
8.19,199,83.79,11,Steel,3,Hard Soil,0.566,Heavy
5.89,69.24,109.32,98,Brick,14,Soft Soil,0.753,Very Heavy
6.66,75.34,74.7,30,Wood,36,Rock,0.559,Heavy
6,48.45,40.64,15,Steel,27,Soft Soil,0.587,Heavy
8.1,252.61,111.53,37,Wood,17,Soft Soil,0.812,Severe
5.32,210.9,56.96,83,Concrete,45,Rock,0.534,Moderate to Heavy
4.57,243.11,18.4,80,Wood,34,Rock,0.407,Moderate
6.2,166.62,70.74,99,Steel,28,Hard Soil,0.583,Heavy
5.28,80.73,22.15,37,Brick,35,Soft Soil,0.558,Heavy
5.68,257.11,11.98,60,Concrete,44,Hard Soil,0.452,Moderate to Heavy
7.6,269.33,98.72,27,Concrete,38,Rock,0.648,Heavy
4.74,286.29,14.11,49,Concrete,28,Rock,0.366,Moderate
4.29,56.38,10.77,54,Concrete,35,Rock,0.356,Moderate
5.67,295.34,18.67,22,Concrete,5,Rock,0.347,Moderate
8.07,175.29,100.94,18,Concrete,20,Soft Soil,0.78,Severe
6.16,71.18,29.59,81,Brick,39,Soft Soil,0.666,Heavy
6.34,254.66,78.12,80,Wood,27,Rock,0.581,Heavy
4.56,211.51,24.37,22,Wood,39,Hard Soil,0.369,Moderate
5.24,118.58,50.55,88,Brick,22,Soft Soil,0.628,Heavy
7.79,26.39,23.39,58,Steel,31,Hard Soil,0.548,Moderate to Heavy
7.89,170.63,13.47,92,Wood,10,Soft Soil,0.679,Very Heavy
5.41,48.06,93.42,17,Steel,16,Soft Soil,0.625,Heavy
5.26,100.31,6.78,49,Brick,13,Hard Soil,0.349,Moderate
6.02,262.76,25.91,57,Brick,42,Rock,0.485,Moderate to Heavy
7.41,153.47,93.15,44,Brick,47,Soft Soil,0.814,Severe
5.61,105.88,26.22,64,Concrete,44,Soft Soil,0.626,Heavy
6.68,168.7,7.29,22,Concrete,41,Soft Soil,0.6,Heavy
7.83,13.78,69.11,80,Brick,44,Soft Soil,0.825,Severe
6.17,276.4,96.13,27,Brick,30,Rock,0.556,Heavy
8.35,54.01,24.89,33,Concrete,24,Rock,0.54,Moderate to Heavy
6.67,95.92,11.86,20,Concrete,15,Hard Soil,0.403,Moderate
6.53,277.03,12.34,22,Concrete,7,Soft Soil,0.533,Moderate to Heavy
6.39,57.6,41.22,1,Concrete,24,Hard Soil,0.437,Moderate
6.26,50.32,58.27,57,Wood,36,Rock,0.539,Moderate to Heavy
7.56,29.2,115.49,21,Steel,42,Rock,0.675,Very Heavy
5.22,79.35,114.9,14,Wood,25,Hard Soil,0.517,Moderate to Heavy
6,151.69,38.63,83,Brick,37,Hard Soil,0.521,Moderate to Heavy
5.83,25.17,69.84,44,Wood,30,Rock,0.512,Moderate to Heavy
5.65,170.72,56.08,57,Brick,20,Soft Soil,0.623,Heavy
6.06,11.12,36.7,60,Wood,31,Rock,0.486,Moderate to Heavy
5.43,253.41,5.11,72,Wood,49,Rock,0.45,Moderate to Heavy
7.88,245.25,42.61,99,Steel,35,Soft Soil,0.784,Severe
5.64,182.67,95.73,89,Wood,19,Soft Soil,0.719,Very Heavy
8.25,282.14,57.71,85,Concrete,42,Rock,0.678,Very Heavy
6.2,210.5,117.35,97,Concrete,21,Soft Soil,0.795,Severe
4.64,287.96,119.67,75,Steel,21,Soft Soil,0.698,Very Heavy
5.98,140.51,53.54,38,Brick,7,Soft Soil,0.59,Heavy
5.07,265.94,109.57,54,Wood,23,Rock,0.536,Moderate to Heavy
5.46,82.7,83.44,48,Steel,14,Rock,0.488,Moderate to Heavy
4.42,234.35,65.02,66,Concrete,10,Rock,0.415,Moderate
6.32,138.83,30.56,96,Brick,32,Hard Soil,0.527,Moderate to Heavy
6.94,108.47,39.75,48,Steel,7,Hard Soil,0.475,Moderate to Heavy
6.63,100.24,119.72,30,Concrete,38,Soft Soil,0.787,Severe
7.58,36.94,22.1,52,Brick,45,Hard Soil,0.558,Heavy
7.26,51,55.62,7,Concrete,35,Soft Soil,0.683,Very Heavy
8.15,191.27,40.34,18,Wood,40,Soft Soil,0.723,Very Heavy
6.78,296.89,96.51,25,Wood,46,Rock,0.617,Heavy
6.25,142.51,78.51,90,Wood,35,Soft Soil,0.753,Very Heavy
6.56,228.17,70.56,45,Brick,22,Soft Soil,0.685,Very Heavy
5.64,278.17,96.68,91,Concrete,34,Soft Soil,0.752,Very Heavy
7.99,298.45,103.22,31,Wood,42,Soft Soil,0.837,Severe
4.57,157.1,72.4,24,Wood,48,Rock,0.469,Moderate to Heavy
5.82,76.36,74.14,47,Brick,35,Hard Soil,0.532,Moderate to Heavy
7.68,63.99,59.15,12,Steel,46,Soft Soil,0.737,Very Heavy
8.44,102.77,59.78,9,Steel,7,Soft Soil,0.695,Very Heavy
8.11,280.79,47.95,41,Wood,10,Hard Soil,0.546,Moderate to Heavy
4.5,213.53,108.49,22,Concrete,7,Rock,0.442,Moderate
7.15,270.66,95.73,38,Concrete,30,Hard Soil,0.615,Heavy
4.5,206.52,97.55,13,Steel,32,Rock,0.465,Moderate to Heavy
4.02,10.72,81.62,82,Brick,43,Hard Soil,0.505,Moderate to Heavy
4.05,27.64,52.31,17,Brick,20,Soft Soil,0.497,Moderate to Heavy
7.57,159.18,76.88,55,Wood,6,Soft Soil,0.724,Very Heavy
6,183.57,115.98,9,Wood,16,Hard Soil,0.534,Moderate to Heavy
7.59,42.41,86.63,95,Steel,38,Soft Soil,0.845,Severe
4.01,174.82,8.23,32,Concrete,11,Hard Soil,0.268,Light
7.21,113.32,34.63,52,Steel,6,Soft Soil,0.632,Heavy
5.23,220.17,101.49,48,Wood,15,Hard Soil,0.509,Moderate to Heavy
4.44,131.65,42.04,90,Concrete,7,Rock,0.396,Moderate
5.88,227.83,20.63,86,Brick,1,Hard Soil,0.416,Moderate
5.06,61.36,18.28,93,Concrete,7,Soft Soil,0.54,Moderate to Heavy
4.05,279.31,93.25,64,Wood,35,Soft Soil,0.642,Heavy
5.56,60.12,62.17,75,Steel,3,Rock,0.463,Moderate to Heavy
6.22,150.64,115.93,4,Steel,33,Rock,0.574,Heavy
6.37,201.68,58.13,2,Concrete,30,Soft Soil,0.627,Heavy
8.46,74.59,51.39,69,Wood,28,Rock,0.634,Heavy
6.57,62.61,118.96,10,Concrete,43,Hard Soil,0.623,Heavy
6.49,134.78,23.47,36,Wood,16,Soft Soil,0.582,Heavy
4.46,45.39,8.86,65,Wood,42,Rock,0.387,Moderate
7.22,158.78,51.31,22,Concrete,48,Soft Soil,0.715,Very Heavy
4.96,11.85,5.16,70,Wood,10,Rock,0.347,Moderate
4.62,214.96,54.41,24,Steel,28,Rock,0.402,Moderate
7.24,106.31,36.74,27,Brick,23,Soft Soil,0.646,Heavy
5.24,263.03,71.98,30,Wood,35,Rock,0.482,Moderate to Heavy
6.3,156.46,119.96,34,Concrete,37,Hard Soil,0.623,Heavy
4.72,108.75,110.3,23,Brick,37,Hard Soil,0.517,Moderate to Heavy
8.22,222.5,49.59,45,Concrete,6,Rock,0.551,Moderate to Heavy
8.5,147.15,86.4,86,Brick,33,Soft Soil,0.871,Severe
5.35,122.2,60.8,62,Concrete,23,Soft Soil,0.627,Heavy
8.22,259.77,111.31,8,Brick,49,Soft Soil,0.853,Severe
6.85,73.63,9.86,90,Concrete,16,Rock,0.481,Moderate to Heavy
6.64,228.22,82.5,73,Wood,18,Hard Soil,0.578,Heavy
7.9,15.5,114.3,64,Concrete,2,Hard Soil,0.653,Heavy
5.15,126.85,98.95,97,Steel,25,Rock,0.569,Heavy
4.29,203.99,66.78,52,Steel,39,Hard Soil,0.456,Moderate to Heavy
5.88,187.79,52.87,38,Brick,21,Soft Soil,0.612,Heavy
5.23,141.62,90.85,87,Steel,10,Rock,0.52,Moderate to Heavy
7.19,46.48,97.96,4,Wood,24,Hard Soil,0.575,Heavy
5.67,128.58,57.88,30,Concrete,7,Soft Soil,0.574,Heavy
4.57,71.17,21.03,81,Concrete,46,Rock,0.437,Moderate
5.72,9.43,116.18,28,Brick,27,Soft Soil,0.712,Very Heavy
5.53,273.66,79.61,69,Brick,14,Rock,0.506,Moderate to Heavy
8.04,80.76,10.74,99,Wood,43,Rock,0.605,Heavy
5.39,48.62,86.88,80,Steel,11,Hard Soil,0.516,Moderate to Heavy
7.09,147.92,80.22,11,Brick,38,Rock,0.575,Heavy
6.2,32.91,29.85,70,Concrete,41,Soft Soil,0.662,Heavy
6.25,44.31,112.43,95,Brick,30,Soft Soil,0.805,Severe
4.04,141.33,49.5,27,Steel,42,Soft Soil,0.546,Moderate to Heavy
7.52,108.79,31.56,92,Brick,8,Soft Soil,0.687,Very Heavy
8.41,228.89,73.24,76,Steel,44,Hard Soil,0.707,Very Heavy
4.16,268.23,110.83,27,Steel,29,Soft Soil,0.628,Heavy
8.26,240.3,43.09,65,Brick,6,Hard Soil,0.562,Heavy
6.44,101.36,79.88,71,Concrete,36,Soft Soil,0.748,Very Heavy
5.91,298.19,47.29,43,Steel,42,Soft Soil,0.651,Heavy
7.31,130.14,78.46,29,Steel,36,Soft Soil,0.747,Very Heavy
7.89,266.67,24.55,12,Steel,18,Soft Soil,0.633,Heavy
6.65,97.03,70.68,57,Concrete,9,Hard Soil,0.525,Moderate to Heavy
5.33,175.57,52.33,97,Steel,34,Soft Soil,0.669,Very Heavy
7.95,161.54,106.34,72,Brick,14,Hard Soil,0.675,Very Heavy
5.99,295.41,60.28,12,Brick,9,Hard Soil,0.43,Moderate
6.89,55.07,91.43,59,Wood,33,Soft Soil,0.772,Very Heavy
5.27,253.59,18.73,58,Wood,2,Hard Soil,0.357,Moderate
6.5,191.49,10.37,32,Concrete,49,Rock,0.472,Moderate to Heavy
7.74,249.7,96.58,56,Brick,25,Soft Soil,0.804,Severe
6.49,123.5,14.14,15,Concrete,12,Soft Soil,0.537,Moderate to Heavy
5.72,30.98,72.63,78,Brick,25,Rock,0.535,Moderate to Heavy
4.13,81.12,64.78,80,Steel,17,Soft Soil,0.578,Heavy
4.73,48.76,91.64,7,Concrete,39,Rock,0.474,Moderate to Heavy
6.67,260.06,109.42,64,Steel,29,Rock,0.638,Heavy
4.93,216.76,9.66,59,Steel,38,Rock,0.398,Moderate
6.82,118.44,65.18,49,Concrete,22,Rock,0.543,Moderate to Heavy
4.09,128.31,108.31,11,Concrete,27,Hard Soil,0.45,Moderate to Heavy
8.41,285.04,61.86,18,Wood,31,Rock,0.604,Heavy
4.65,296.08,25.76,74,Wood,2,Rock,0.353,Moderate
7.35,9.57,24.92,87,Steel,1,Soft Soil,0.648,Heavy
7.23,31.06,26.89,13,Brick,33,Soft Soil,0.635,Heavy
4.91,173.91,87.74,68,Concrete,13,Rock,0.486,Moderate to Heavy
6.28,42.71,22.54,18,Brick,37,Rock,0.444,Moderate
7.48,100.18,51.06,14,Steel,37,Hard Soil,0.547,Moderate to Heavy
8.16,5.24,11.04,41,Concrete,40,Soft Soil,0.697,Very Heavy
5.48,115.55,48.88,23,Steel,24,Rock,0.426,Moderate
4.09,180.04,39.5,6,Concrete,11,Rock,0.298,Light
4.16,206.77,118.76,78,Wood,49,Hard Soil,0.582,Heavy
7.16,188.89,53.88,2,Wood,37,Hard Soil,0.524,Moderate to Heavy
